,year,date,score,place
0,2019,04.02(화),KIA4vs1삼성,대구
1,2019,04.05(금),키움4vs6KIA,광주
2,2019,04.12(금),KIA4vs4SK,문학
3,2019,04.16(화),KIA9vs10롯데,사직
4,2019,04.19(금),두산8vs6KIA,광주
5,2019,04.23(화),KIA2vs9LG,잠실
6,2019,04.26(금),KIA4vs8키움,고척
7,2019,04.30(화),삼성0vs8KIA,광주
8,2019,05.03(금),KIA8vs4NC,창원
9,2019,05.07(화),KIA3vs4두산,잠실
10,2019,05.10(금),SK4vs1KIA,광주
11,2019,05.17(금),KIA5vs2한화,대전
12,2019,05.21(화),롯데6vs10KIA,광주
13,2019,05.28(화),KIA0vs2한화,대전
14,2019,05.31(금),키움2vs3KIA,광주
15,2019,06.07(금),KIA1vs2NC,창원
16,2019,06.11(화),삼성1vs7KIA,광주
17,2019,06.14(금),KIAvs롯데,사직
18,2019,06.18(화),SK2vs4KIA,광주
19,2019,06.21(금),KIA8vs9LG,잠실
20,2019,06.25(화),KIA3vs7키움,고척
21,2019,06.28(금),KIA1vs9KT,수원
22,2019,07.02(화),NC3vs5KIA,광주
23,2019,07.09(화),KIA2vs3삼성,대구
24,2019,07.12(금),한화0vs5KIA,광주
25,2019,07.26(금),KIAvs두산,잠실
26,2019,07.30(화),KIA2vs0SK,문학
27,2019,08.03(토),NC1vs5KIA,광주
28,2019,08.10(토),KIA7vs2삼성,대구
29,2019,08.13(화),두산5vs2KIA,광주
30,2019,08.20(화),KIA3vs15LG,잠실
31,2019,08.22(목),KIA5vs5키움,고척
32,2019,08.24(토),KIA3vs4SK,문학
33,2019,08.27(화),삼성10vs1KIA,광주
34,2019,08.29(목),KIA3vs4NC,창원
35,2019,08.31(토),롯데2vs4KIA,광주
36,2019,09.03(화),KIA6vs5한화,대전
37,2019,09.05(목),KIAvsKT,수원
38,2019,09.07(토),키움7vs3KIA,광주
39,2019,09.10(화),KIA4vs8롯데,사직
40,2019,09.12(목),KIA0vs5두산,잠실
41,2019,09.17(화),NC2vs3KIA,광주
42,2019,09.19(목),KIA2vs12삼성,대구
43,2019,09.20(금),KIA2vs6두산,잠실
44,2019,09.23(월),KIA1vs2KT,수원
45,2019,09.24(화),키움0vs5KIA,광주
46,2019,09.26(목),KIA3vs1롯데,사직
47,2019,09.28(토),LG1vs7KIA,광주
