,year,date,score,place
0,2019,04.05(금),한화2vs5롯데,사직
1,2019,04.09(화),SKvs한화,대전
2,2019,04.12(금),한화3vs5키움,고척
3,2019,04.16(화),한화2vs4KT,수원
4,2019,04.19(금),삼성3vs4한화,대전
5,2019,04.26(금),한화vsNC,창원
6,2019,04.30(화),두산1vs2한화,대전
7,2019,05.07(화),한화2vs11SK,문학
8,2019,05.10(금),한화5vs2LG,잠실
9,2019,05.14(화),키움3vs7한화,대전
10,2019,05.21(화),한화3vs9삼성,대구
11,2019,05.24(금),한화4vs3두산,잠실
12,2019,05.28(화),KIA0vs2한화,대전
13,2019,05.31(금),한화1vs2SK,문학
14,2019,06.04(화),한화2vs3롯데,사직
15,2019,06.07(금),LG2vs3한화,대전
16,2019,06.14(금),한화7vs8키움,고척
17,2019,06.18(화),롯데11vs3한화,대전
18,2019,06.25(화),한화14vs3NC,창원
19,2019,06.28(금),키움6vs5한화,대전
20,2019,07.02(화),한화2vs9LG,잠실
21,2019,07.05(금),KT10vs3한화,대전
22,2019,07.12(금),한화0vs5KIA,광주
23,2019,07.16(화),NC3vs2한화,대전
24,2019,07.26(금),한화8vs9삼성,대구
25,2019,07.30(화),한화2vs3KT,수원
26,2019,08.03(토),SK3vs0한화,대전
27,2019,08.06(화),한화3vs8두산,잠실
28,2019,08.08(목),한화2vs5KIA,광주
29,2019,08.10(토),한화4vs5KT,수원
30,2019,08.13(화),NC10vs2한화,대전
31,2019,08.15(목),한화5vs11롯데,사직
32,2019,08.17(토),한화8vs4키움,고척
33,2019,08.20(화),삼성5vs0한화,대전
34,2019,08.22(목),한화6vs8SK,문학
35,2019,08.24(토),두산13vs3한화,대전
36,2019,08.29(목),한화vsLG,잠실
37,2019,08.31(토),KT6vs1한화,대전
38,2019,09.05(목),한화3vs0NC,창원
39,2019,09.07(토),롯데1vs5한화,대전
40,2019,09.12(목),한화vs삼성,대구
41,2019,09.14(토),롯데2vs5한화,대전
42,2019,09.16(월),한화11vs1삼성,대구
43,2019,09.17(화),키움0vs1한화,대전
44,2019,09.23(월),한화9vs1LG,잠실
45,2019,09.25(수),한화3vs2NC,창원
46,2019,09.28(토),한화6vs7두산,잠실
47,2019,09.29(일),SK2vs0한화,대전
