year,date,경기,승패여부,거리
2020,05.05(화),NC4vs0삼성,1,0.0
2020,05.08(금),LG5vs13NC,1,69.4
2020,05.15(금),NC6vs2SK,1,299.1
2020,05.19(화),NC5vs4두산,1,34.5
2020,05.22(금),한화5vs3NC,0,288.6
2020,05.29(금),NC4vs5삼성,0,69.4
2020,06.02(화),SK8vs2NC,0,69.4
2020,06.05(금),NC13vs2한화,1,160.3
2020,06.09(화),두산8vs12NC,1,160.3
2020,06.16(화),NC4vs7KIA,0,154.3
2020,06.19(금),한화1vs3NC,1,154.3
2020,06.23(화),NC4vs3KT,1,271.0
2020,06.26(금),NC9vs3두산,1,24.4
2020,06.30(화),롯데10vs8NC,0,288.6
2020,07.07(화),NC5vs4SK,1,299.1
2020,07.10(금),NC12vs2LG,1,34.5
2020,07.14(화),NC1vs5키움,0,18.1
2020,07.17(금),KT3vs3NC,-1,296.4
2020,07.24(금),NC3vs2KT,1,271.0
2020,07.28(화),NC9vs11롯데,0,298.1
2020,07.31(금),두산7vs10NC,1,43.7
2020,08.04(화),NCvs한화,-1,160.3
2020,08.07(금),NCvsKIA,-1,136.8
2020,08.11(화),NCvs롯데,-1,197.7
2020,08.14(금),LG10vs4NC,0,43.7
2020,08.20(목),NC14vs2KIA,1,154.3
2020,08.22(토),NCvsKT,-1,237.6
2020,08.25(화),한화3vs11NC,1,271.0
2020,09.01(화),NC5vs2키움,1,296.4
2020,09.03(목),NC5vs6LG,0,18.1
2020,09.05(토),NCvs삼성,-1,235.1
2020,09.08(화),롯데2vs14NC,1,69.4
2020,09.15(화),NC3vs7두산,0,288.6
2020,09.17(목),NC3vs0SK,1,34.5
2020,09.19(토),NC1vs5롯데,0,327.8
2020,09.22(화),삼성2vs3NC,1,43.7
2020,09.26(토),NC13vs1한화,1,160.3
2020,09.29(화),SK0vs3NC,1,160.3
2020,10.06(화),NC1vs2키움,0,296.4
2020,10.09(금),NC0vs4LG,0,18.1
2020,10.13(화),KIA11vs9NC,0,288.6
2020,10.20(화),NC13vs3KIA,1,154.3
2020,10.23(금),NC6vs11한화,0,136.8
2020,10.24(토),LG3vs3NC,-1,160.3
2020,10.28(수),NC7vs1롯데,1,43.7
2020,10.30(금),NC4vs4삼성,-1,79.8
2020,10.31(토),NC3vs4KIA,0,
