year,date,경기,승패여부,거리
2019,04.05(금),LG13vs0KT,0,0.0
2019,04.09(화),KT3vs7키움,0,25.8
2019,04.12(금),KT0vs5삼성,0,245.5
2019,04.16(화),한화2vs4KT,1,220.7
2019,04.19(금),KT6vs5롯데,1,298.1
2019,04.23(화),NC4vs3KT,0,298.1
2019,04.30(화),KT9vs10LG,0,24.4
2019,05.03(금),KT5vs4한화,1,136.8
2019,05.07(화),롯데2vs7KT,1,115.4
2019,05.14(화),KT6vs1KIA,1,237.6
2019,05.17(금),삼성14vs3KT,0,237.6
2019,05.24(금),KT5vs7KIA,0,237.6
2019,05.28(화),KT0vs1SK,0,253.2
2019,05.31(금),두산2vs3KT,1,32.2
2019,06.04(화),KT4vs8LG,0,24.4
2019,06.07(금),롯데1vs2KT,1,24.4
2019,06.14(금),KT4vs7삼성,0,220.7
2019,06.18(화),KT2vs3키움,0,245.5
2019,06.21(금),NC0vs5KT,1,25.8
2019,06.25(화),KT8vs8롯데,-1,298.1
2019,06.28(금),KIA1vs9KT,1,298.1
2019,07.05(금),KT10vs3한화,1,115.4
2019,07.09(화),키움12vs3KT,0,115.4
2019,07.12(금),KT8vs9NC,0,271.0
2019,07.16(화),KT7vs2두산,1,288.6
2019,07.26(금),LGvsKT,-1,24.4
2019,08.03(토),KT7vs1키움,1,25.8
2019,08.06(화),KT3vs0SK,1,16.9
2019,08.08(목),KT2vs7두산,0,34.5
2019,08.10(토),한화4vs5KT,1,24.4
2019,08.13(화),KT5vs6롯데,0,298.1
2019,08.15(목),삼성vsKT,-1,298.1
2019,08.17(토),KT4vs3KIA,1,237.6
2019,08.20(화),키움0vs6KT,1,237.6
2019,08.24(토),KT8vs12LG,0,24.4
2019,08.27(화),KT3vs4NC,0,288.6
2019,08.29(목),두산8vs11KT,1,271.0
2019,08.31(토),KT6vs1한화,1,115.4
2019,09.03(화),LG5vs0KT,0,115.4
2019,09.10(화),KT2vs3삼성,0,220.7
2019,09.12(목),NC7vs4KT,0,220.7
2019,09.15(일),KT8vs6SK,1,32.2
2019,09.16(월),LG4vs2KT,0,32.2
2019,09.20(금),KT7vs0롯데,1,298.1
2019,09.21(토),삼성6vs3KT,0,
