year,date,경기,승패여부,거리
2017,04.01(토),롯데3vs0NC,0,0.0
2017,04.04(화),넥센2vs5롯데,0,43.7
2017,04.11(화),롯데6vs4SK,0,327.8
2017,04.14(금),삼성6vs9롯데,0,327.8
2017,04.21(금),롯데1vs4넥센,0,323.2
2017,04.25(화),한화2vs4롯데,0,323.2
2017,04.28(금),롯데0vs2두산,0,313.6
2017,05.02(화),롯데9vs0KT,0,24.4
2017,05.05(금),KIA5vs3롯데,0,298.1
2017,05.09(화),롯데vs한화,-1,193.3
2017,05.12(금),두산vs롯데,-1,193.3
2017,05.19(금),롯데9vs4LG,0,313.6
2017,05.23(화),SK6vs7롯데,0,313.6
2017,05.26(금),롯데8vs2KIA,0,197.7
2017,05.30(화),롯데1vs0삼성,0,178.9
2017,06.02(금),KT11vs8롯데,0,79.8
2017,06.06(화),롯데5vs4NC,0,43.7
2017,06.09(금),두산4vs0롯데,0,43.7
2017,06.16(금),롯데1vs2넥센,0,323.2
2017,06.20(화),롯데10vs2KT,0,25.8
2017,06.23(금),롯데1vs9두산,0,24.4
2017,06.27(화),LG10vs11롯데,0,313.6
2017,07.04(화),롯데2vs4삼성,0,79.8
2017,07.07(금),SK6vs5롯데,0,79.8
2017,07.11(화),롯데5vs4한화,0,193.3
2017,07.18(화),삼성2vs5롯데,0,193.3
2017,07.21(금),롯데4vs3KIA,0,197.7
2017,07.25(화),한화vs롯데,-1,197.7
2017,07.28(금),롯데7vs8SK,0,327.8
2017,08.01(화),롯데0vs2LG,0,34.5
2017,08.04(금),넥센8vs10롯데,0,313.6
2017,08.10(목),롯데2vs3NC,0,43.7
2017,08.12(토),롯데7vs13삼성,0,69.4
2017,08.15(화),두산6vs8롯데,0,79.8
2017,08.17(목),롯데5vs3넥센,0,323.2
2017,08.19(토),롯데0vs2한화,0,140.7
2017,08.22(화),롯데7vs3KIA,0,136.8
2017,08.24(목),LG0vs11롯데,0,197.7
2017,08.29(화),롯데5vs7두산,0,313.6
2017,08.31(목),NC5vs8롯데,0,313.6
2017,09.05(화),롯데2vs6SK,0,327.8
2017,09.07(목),삼성6vs5롯데,0,327.8
2017,09.09(토),롯데2vs3KT,0,298.1
2017,09.12(화),롯데2vs1LG,0,24.4
2017,09.14(목),KIA11vs2롯데,0,313.6
2017,09.22(금),롯데2vs0한화,0,193.3
2017,09.23(토),넥센2vs7롯데,0,193.3
2017,09.29(금),롯데7vs2SK,0,327.8
2017,10.03(화),LG2vs4롯데,0,
