year,date,경기,승패여부,거리
2018,04.01(일),SK13vs1한화,1,0.0
2018,04.03(화),KIA3vs13SK,1,140.8
2018,04.10(화),SK4vs1LG,1,34.5
2018,04.13(금),NC2vs4SK,1,34.5
2018,04.17(화),SK9vs5KT,1,32.2
2018,04.20(금),SK5vs10롯데,0,298.1
2018,04.24(화),두산10vs9SK,0,327.8
2018,04.27(금),SK8vs3넥센,1,16.9
2018,05.01(화),SK12vs3삼성,1,245.5
2018,05.04(금),롯데4vs5SK,1,251.2
2018,05.08(화),SK0vs9NC,0,299.1
2018,05.11(금),LG14vs9SK,0,299.1
2018,05.15(화),SK4vs6두산,0,34.5
2018,05.18(금),SK1vs5KIA,0,261.4
2018,05.22(화),넥센10vs4SK,0,253.2
2018,05.29(화),SKvs두산,-1,34.5
2018,06.01(금),KT1vs8SK,1,34.5
2018,06.08(금),SK5vs7한화,0,140.8
2018,06.12(화),SK0vs4KIA,0,136.8
2018,06.15(금),롯데14vs6SK,0,253.2
2018,06.19(화),SK6vs6삼성,-1,251.2
2018,06.22(금),SK13vs9KT,1,220.7
2018,06.26(화),KIAvsSK,-1,32.2
2018,07.03(화),SK9vs3넥센,1,16.9
2018,07.06(금),한화0vs6SK,1,16.9
2018,07.10(화),SK10vs3LG,1,34.5
2018,07.17(화),NC4vs10SK,1,34.5
2018,07.20(금),SK6vs2롯데,1,327.8
2018,07.24(화),두산1vs3SK,1,327.8
2018,07.27(금),SK0vs1NC,0,299.1
2018,07.31(화),넥센3vs1SK,0,299.1
2018,08.04(토),SK9vs2LG,1,34.5
2018,08.07(화),삼성10vs8SK,0,34.5
2018,08.09(목),SK3vs6NC,0,299.1
2018,08.11(토),KIA18vs4SK,0,299.1
2018,08.14(화),SK3vs6두산,0,34.5
2018,08.16(목),LG14vs3SK,0,34.5
2018,09.06(목),SK0vs10롯데,0,327.8
2018,09.08(토),두산3vs0SK,0,327.8
2018,09.13(목),SK2vs1한화,1,140.8
2018,09.15(토),SK2vs4KIA,0,136.8
2018,09.18(화),SK5vs9KT,0,237.6
2018,09.20(목),한화8vs2SK,0,32.2
2018,09.22(토),SK2vs8넥센,0,16.9
2018,09.25(화),LG7vs16SK,1,16.9
2018,09.29(토),SK3vs9삼성,0,251.2
2018,10.02(화),롯데8vs6SK,0,251.2
2018,10.10(수),SK12vs5두산,1,34.5
2018,10.13(토),LG3vs2SK,0,
