year,date,경기,승패여부,거리
2017,04.01(토),LG8vs3넥센,0,0.0
2017,04.04(화),넥센2vs5롯데,0,323.2
2017,04.07(금),넥센7vs3두산,1,313.6
2017,04.11(화),KT2vs12넥센,1,18.1
2017,04.14(금),넥센2vs3KIA,0,259.4
2017,04.18(화),넥센4vs7SK,0,253.2
2017,04.21(금),롯데1vs4넥센,1,16.9
2017,04.28(금),넥센13vs2한화,1,140.7
2017,05.02(화),KIA9vs3넥센,0,140.7
2017,05.09(화),넥센vsNC,-1,296.4
2017,05.12(금),넥센1vs4삼성,0,69.4
2017,05.16(화),한화1vs2넥센,1,245.5
2017,05.19(금),넥센4vs3KT,1,25.8
2017,05.23(화),NC15vs4넥센,0,25.8
2017,05.30(화),넥센3vs1LG,1,18.1
2017,06.02(금),두산15vs4넥센,0,18.1
2017,06.06(화),넥센5vs6SK,0,16.9
2017,06.09(금),넥센7vs5KIA,1,253.2
2017,06.13(화),NC14vs5넥센,0,259.4
2017,06.20(화),넥센5vs6한화,0,140.7
2017,06.23(금),LG3vs8넥센,1,140.7
2017,06.27(화),넥센2vs7NC,0,296.4
2017,06.30(금),넥센9vs5KT,1,271.0
2017,07.04(화),한화5vs7넥센,1,25.8
2017,07.07(금),넥센9vs2삼성,1,245.5
2017,07.11(화),넥센5vs1두산,1,235.1
2017,07.18(화),KIA4vs3넥센,0,18.1
2017,07.25(화),넥센6vs0LG,1,18.1
2017,07.28(금),삼성9vs2넥센,0,18.1
2017,08.04(금),넥센8vs10롯데,0,323.2
2017,08.08(화),넥센5vs3KIA,1,197.7
2017,08.10(목),두산7vs4넥센,0,259.4
2017,08.15(화),넥센vs삼성,-1,245.5
2017,08.17(목),롯데5vs3넥센,0,245.5
2017,08.24(목),넥센5vs6두산,0,18.1
2017,08.26(토),넥센1vs6롯데,0,313.6
2017,08.29(화),SK4vs8넥센,1,323.2
2017,08.31(목),넥센5vs3LG,1,18.1
2017,09.02(토),KIA7vs4넥센,0,18.1
2017,09.05(화),넥센1vs5KT,0,25.8
2017,09.07(목),LG1vs1넥센,-1,25.8
2017,09.09(토),넥센1vs2SK,0,16.9
2017,09.12(화),KT3vs2넥센,0,16.9
2017,09.14(목),넥센2vs10한화,0,140.7
2017,09.16(토),넥센14vs15NC,0,160.3
2017,09.21(목),넥센5vs3KT,1,271.0
2017,09.23(토),넥센2vs7롯데,0,298.1
2017,09.29(금),넥센4vs8NC,0,43.7
2017,10.03(화),넥센9vs10삼성,0,
