,year,date,score,place
0,2017,04.01(토),KIA9vs7삼성,대구
1,2017,04.04(화),SK1vs6KIA,광주
2,2017,04.11(화),KIA4vs16두산,잠실
3,2017,04.14(금),넥센2vs3KIA,광주
4,2017,04.18(화),KIA5vs0KT,수원
5,2017,04.21(금),KIA2vs6LG,잠실
6,2017,04.25(화),삼성3vs11KIA,광주
7,2017,05.02(화),KIA9vs3넥센,고척
8,2017,05.05(금),KIA5vs3롯데,사직
9,2017,05.09(화),KT4vs9KIA,광주
10,2017,05.12(금),KIA2vs8SK,문학
11,2017,05.16(화),LG2vs3KIA,광주
12,2017,05.23(화),KIA13vs8한화,대전
13,2017,05.26(금),롯데8vs2KIA,광주
14,2017,05.30(화),KIA9vs7NC,창원
15,2017,06.02(금),KIA1vs5삼성,대구
16,2017,06.06(화),한화vsKIA,광주
17,2017,06.13(화),KIA10vs7롯데,사직
18,2017,06.16(금),LG9vs8KIA,광주
19,2017,06.23(금),KIA1vs4NC,창원
20,2017,06.27(화),삼성4vs11KIA,광주
21,2017,06.30(금),KIA10vs6LG,잠실
22,2017,07.04(화),KIA15vs6SK,문학
23,2017,07.07(금),KIAvsKT,수원
24,2017,07.11(화),NC4vs7KIA,광주
25,2017,07.18(화),KIA4vs3넥센,고척
26,2017,07.21(금),롯데4vs3KIA,광주
27,2017,07.28(금),KIA3vs3두산,잠실
28,2017,08.01(화),KT15vs7KIA,광주
29,2017,08.04(금),KIA3vs7한화,대전
30,2017,08.08(화),넥센5vs3KIA,광주
31,2017,08.10(목),KIAvsKT,수원
32,2017,08.12(토),LG10vs11KIA,광주
33,2017,08.17(목),KIA1vs4두산,잠실
34,2017,08.19(토),SK13vs1KIA,광주
35,2017,08.24(목),KIAvs한화,대전
36,2017,08.26(토),KIA8vs7NC,창원
37,2017,08.29(화),KIA10vs9삼성,대구
38,2017,08.31(목),두산4vs9KIA,광주
39,2017,09.02(토),KIA7vs4넥센,고척
40,2017,09.05(화),KIA3vs4LG,잠실
41,2017,09.07(목),한화11vs2KIA,광주
42,2017,09.12(화),KIA6vs2SK,문학
43,2017,09.14(목),KIA11vs2롯데,사직
44,2017,09.16(토),KT3vs17KIA,광주
45,2017,09.28(목),KIA7vs4한화,대전
46,2017,10.01(일),KIA2vs20KT,수원
