year,date,경기,승패여부,거리
2017,04.01(토),LG8vs3넥센,1,0.0
2017,04.04(화),삼성0vs11LG,1,18.1
2017,04.07(금),LG6vs4롯데,1,313.6
2017,04.11(화),LG3vs4NC,0,43.7
2017,04.14(금),KT2vs5LG,1,288.6
2017,04.18(화),LG2vs3한화,0,136.8
2017,04.21(금),KIA2vs6LG,1,136.8
2017,04.28(금),LG2vs1KT,1,24.4
2017,05.02(화),NC2vs1LG,0,24.4
2017,05.09(화),LGvs삼성,-1,235.1
2017,05.12(금),한화5vs3LG,0,235.1
2017,05.16(화),LG2vs3KIA,0,261.4
2017,05.19(금),롯데9vs4LG,0,261.4
2017,05.26(금),LG1vs6SK,0,34.5
2017,05.30(화),넥센3vs1LG,0,34.5
2017,06.06(화),LGvsKT,-1,24.4
2017,06.09(금),SK1vs3LG,1,24.4
2017,06.16(금),LG9vs8KIA,1,261.4
2017,06.20(화),삼성3vs5LG,1,261.4
2017,06.23(금),LG3vs8넥센,0,18.1
2017,06.27(화),LG10vs11롯데,0,323.2
2017,06.30(금),KIA10vs6LG,0,313.6
2017,07.04(화),LGvsNC,-1,288.6
2017,07.07(금),한화vsLG,-1,288.6
2017,07.11(화),LG1vs6SK,0,34.5
2017,07.18(화),KT2vs3LG,1,34.5
2017,07.21(금),LG10vs4삼성,1,235.1
2017,07.25(화),넥센6vs0LG,0,235.1
2017,07.28(금),LG3vs4한화,0,136.8
2017,08.01(화),롯데0vs2LG,1,136.8
2017,08.08(화),LG10vs8삼성,1,235.1
2017,08.10(목),SK2vs1LG,0,235.1
2017,08.12(토),LG10vs11KIA,0,261.4
2017,08.15(화),KTvsLG,-1,261.4
2017,08.17(목),LG1vs6SK,0,34.5
2017,08.19(토),삼성4vs6LG,1,34.5
2017,08.24(목),LG0vs11롯데,0,313.6
2017,08.26(토),LG4vs5두산,0,313.6
2017,08.29(화),LG4vs8한화,0,136.8
2017,08.31(목),넥센5vs3LG,0,136.8
2017,09.02(토),LG0vs6NC,0,288.6
2017,09.05(화),KIA3vs4LG,1,288.6
2017,09.07(목),LG1vs1넥센,-1,18.1
2017,09.09(토),두산3vs4LG,1,18.1
2017,09.14(목),LG11vs12KT,0,24.4
2017,09.16(토),한화3vs1LG,0,24.4
2017,09.21(목),LG4vs8삼성,0,235.1
2017,09.23(토),LG11vs9NC,1,69.4
2017,09.26(화),LG0vs6KIA,0,154.3
2017,09.28(목),LG15vs6KT,1,237.6
2017,09.29(금),두산5vs3LG,0,24.4
2017,10.03(화),LG2vs4롯데,0,
