year,date,경기,승패여부,거리
2017,04.01(토),한화6vs5두산,0,0.0
2017,04.04(화),두산2vs0KT,1,24.4
2017,04.07(금),넥센7vs3두산,0,24.4
2017,04.14(금),두산10vs6NC,1,288.6
2017,04.18(화),삼성3vs3두산,-1,288.6
2017,04.21(금),두산4vs9SK,0,34.5
2017,04.25(화),두산9vs13넥센,0,16.9
2017,04.28(금),롯데0vs2두산,1,18.1
2017,05.02(화),두산5vs6삼성,0,235.1
2017,05.05(금),LG3vs1두산,0,235.1
2017,05.12(금),두산vs롯데,-1,313.6
2017,05.16(화),NC2vs1두산,0,313.6
2017,05.19(금),두산7vs6KIA,1,261.4
2017,05.23(화),두산vsLG,-1,261.4
2017,05.30(화),두산2vs5한화,0,136.8
2017,06.02(금),두산15vs4넥센,1,140.7
2017,06.06(화),삼성12vs10두산,0,18.1
2017,06.09(금),두산4vs0롯데,1,313.6
2017,06.13(화),LG4vs7두산,1,313.6
2017,06.20(화),두산vsKIA,-1,261.4
2017,06.23(금),롯데1vs9두산,1,261.4
2017,06.30(금),두산8vs13한화,0,136.8
2017,07.04(화),KT1vs8두산,1,136.8
2017,07.07(금),두산6vs1NC,1,288.6
2017,07.11(화),넥센5vs1두산,0,288.6
2017,07.18(화),두산6vs4SK,1,34.5
2017,07.21(금),한화6vs9두산,1,34.5
2017,07.25(화),두산6vs5KT,1,24.4
2017,07.28(금),KIA3vs3두산,-1,24.4
2017,08.01(화),두산12vs5삼성,1,235.1
2017,08.04(금),두산11vs4LG,1,235.1
2017,08.10(목),두산7vs4넥센,1,18.1
2017,08.12(토),NC0vs3두산,1,18.1
2017,08.15(화),두산6vs8롯데,0,313.6
2017,08.17(목),KIA1vs4두산,1,313.6
2017,08.19(토),두산10vs4KT,1,24.4
2017,08.22(화),두산10vs6SK,1,32.2
2017,08.24(목),넥센5vs6두산,1,34.5
2017,08.31(목),두산4vs9KIA,0,261.4
2017,09.02(토),삼성3vs2두산,0,261.4
2017,09.05(화),두산4vs6한화,0,136.8
2017,09.07(목),KT7vs3두산,0,136.8
2017,09.12(화),두산14vs13NC,1,288.6
2017,09.14(목),SK8vs6두산,0,288.6
2017,09.16(토),두산9vs5삼성,1,235.1
2017,09.19(화),두산8vs3롯데,1,79.8
2017,09.20(수),두산3vs2NC,1,43.7
2017,09.22(금),두산6vs0KIA,1,154.3
2017,09.24(일),KT4vs6두산,1,261.4
2017,09.27(수),두산2vs3KT,0,24.4
2017,09.29(금),두산5vs3LG,1,24.4
2017,10.01(일),두산6vs4한화,1,136.8
2017,10.03(화),SK3vs2두산,0,
