year,date,경기,승패여부,거리
2020,05.05(화),한화3vs0SK,0,0.0
2020,05.08(금),SK8vs9롯데,0,327.8
2020,05.12(화),SK5vs9LG,0,313.6
2020,05.15(금),NC6vs2SK,0,34.5
2020,05.19(화),SK6vs11키움,0,16.9
2020,05.22(금),KIA2vs1SK,0,16.9
2020,05.26(화),SK4vs6두산,0,34.5
2020,05.29(금),한화6vs8SK,1,34.5
2020,06.02(화),SK8vs2NC,1,299.1
2020,06.05(금),삼성1vs4SK,1,299.1
2020,06.09(화),SK5vs3LG,1,34.5
2020,06.12(금),KIA6vs3SK,0,34.5
2020,06.19(금),SK1vs2키움,0,16.9
2020,06.23(화),두산9vs2SK,0,16.9
2020,06.30(화),SK1vs4삼성,0,251.2
2020,07.03(금),SK7vs4롯데,1,79.8
2020,07.07(화),NC5vs4SK,0,327.8
2020,07.10(금),SK5vs6한화,0,140.8
2020,07.14(화),SK12vs7두산,1,136.8
2020,07.17(금),키움9vs12SK,1,34.5
2020,07.24(금),SK7vs4한화,1,140.8
2020,07.28(화),LG24vs7SK,0,140.8
2020,07.31(금),SK1vs11KT,0,32.2
2020,08.04(화),롯데8vs0SK,0,32.2
2020,08.11(화),SK1vs6KT,0,32.2
2020,08.14(금),SK6vs7KIA,0,237.6
2020,08.18(화),한화3vs9SK,1,253.2
2020,08.25(화),SK10vs8롯데,1,327.8
2020,08.27(목),KIA4vs10SK,1,327.8
2020,08.29(토),SK5vs9NC,0,299.1
2020,09.01(화),LG13vs5SK,0,299.1
2020,09.03(목),SK2vs6KT,0,32.2
2020,09.05(토),SK1vs5두산,0,24.4
2020,09.08(화),키움16vs15SK,0,34.5
2020,09.10(목),SK5vs1한화,1,140.8
2020,09.12(토),롯데1vs2SK,1,140.8
2020,09.15(화),SK16vs1KIA,1,253.2
2020,09.17(목),NC3vs0SK,0,253.2
2020,09.22(화),SK2vs7LG,0,34.5
2020,09.24(목),SK1vs6키움,0,18.1
2020,09.26(토),SK2vs8삼성,0,245.5
2020,09.29(화),SK0vs3NC,0,69.4
2020,10.02(금),키움12vs5SK,0,299.1
2020,10.09(금),SK3vs5KIA,0,253.2
2020,10.13(화),SK7vs3삼성,1,178.9
2020,10.16(금),KT1vs7SK,1,251.2
2020,10.27(화),SK0vs1롯데,0,327.8
2020,10.30(금),LG2vs3SK,1,
